order_id,order_date,order_month,customer_id,product_id,quantity,unit_price,discount,gross_sales,net_sales,channel,payment_id,payment_method,payment_status,paid_at,is_paid,price_imputed,source_file
ORD000139,2026-01-05 03:18:00,2026-01,C0075,P016,1,1490.0,0.0,1490.0,1490.0,Web,PAY000139,Credit Card,PAID,2026-01-05 05:45:00,True,False,orders_2026_01.csv
ORD000140,2026-01-04 00:24:00,2026-01,C0132,P023,1,269.1,0.05,269.1,255.64,Marketplace,PAY000140,Credit Card,PAID,2026-01-04 00:39:00,True,False,orders_2026_01.csv
ORD000141,2026-01-14 11:29:00,2026-01,C0069,P011,2,23310.0,0.0,46620.0,46620.0,Web,PAY000141,Credit Card,PAID,2026-01-14 11:56:00,True,False,orders_2026_01.csv
ORD000142,2026-01-08 05:30:00,2026-01,C0127,P010,2,891.0,0.0,1782.0,1782.0,Web,PAY000142,Bank Transfer,FAILED,2026-01-08 06:50:00,False,False,orders_2026_01.csv
ORD000143,2026-01-18 23:04:00,2026-01,C0133,P007,1,25900.0,0.05,25900.0,24605.0,Web,PAY000143,Credit Card,PAID,2026-01-19 00:29:00,True,False,orders_2026_01.csv
ORD000144,2026-01-24 18:59:00,2026-01,C0165,P036,2,284.05,0.0,568.1,568.1,Web,PAY000144,Credit Card,PAID,2026-01-24 19:13:00,True,False,orders_2026_01.csv
ORD000145,2026-01-11 18:33:00,2026-01,C0142,P009,1,313.95,0.1,313.95,282.56,Web,PAY000145,Credit Card,PAID,2026-01-11 19:39:00,True,False,orders_2026_01.csv
ORD000146,2026-01-13 00:04:00,2026-01,C0096,P023,1,299.0,0.0,299.0,299.0,Marketplace,PAY000146,Bank Transfer,PAID,2026-01-13 00:08:00,True,False,orders_2026_01.csv
ORD000147,2026-01-24 10:34:00,2026-01,C0114,P001,1,299.0,0.0,299.0,299.0,Marketplace,PAY000147,Bank Transfer,PAID,2026-01-24 12:27:00,True,False,orders_2026_01.csv
ORD000148,2026-01-16 20:05:00,2026-01,C0121,P040,1,3591.0,0.05,3591.0,3411.45,Mobile App,PAY000148,Credit Card,FAILED,2026-01-16 22:33:00,False,False,orders_2026_01.csv
ORD000149,2026-01-04 10:57:00,2026-01,C0033,P028,1,299.0,0.05,299.0,284.05,Mobile App,PAY000149,Bank Transfer,PAID,2026-01-04 12:47:00,True,False,orders_2026_01.csv
ORD000150,2026-01-11 10:12:00,2026-01,C0067,P033,2,12900.0,0.0,25800.0,25800.0,Mobile App,PAY000150,Bank Transfer,PAID,2026-01-11 12:02:00,True,False,orders_2026_01.csv
ORD000151,2026-01-06 02:33:00,2026-01,C0004,P036,1,269.1,0.0,269.1,269.1,Mobile App,PAY000151,Credit Card,PAID,2026-01-06 05:16:00,True,False,orders_2026_01.csv
ORD000152,2026-01-20 15:01:00,2026-01,C0026,P040,2,3990.0,0.0,7980.0,7980.0,Marketplace,PAY000152,Bank Transfer,PAID,2026-01-20 15:53:00,True,False,orders_2026_01.csv
ORD000153,2026-01-08 04:09:00,2026-01,C0120,P011,1,25900.0,0.0,25900.0,25900.0,Mobile App,PAY000153,Credit Card,PAID,2026-01-08 04:54:00,True,False,orders_2026_01.csv
ORD000154,2026-01-04 03:08:00,2026-01,C0047,P009,4,299.0,0.0,1196.0,1196.0,Marketplace,PAY000154,PromptPay,PAID,2026-01-04 05:58:00,True,False,orders_2026_01.csv
ORD000155,2026-01-19 06:03:00,2026-01,C0130,P014,4,990.0,0.0,3960.0,3960.0,Web,PAY000155,PromptPay,PAID,2026-01-19 07:13:00,True,False,orders_2026_01.csv
ORD000156,2026-01-07 14:35:00,2026-01,C0014,P001,2,269.1,0.0,538.2,538.2,Marketplace,PAY000156,PromptPay,PAID,2026-01-07 15:45:00,True,False,orders_2026_01.csv
ORD000157,2026-01-13 09:28:00,2026-01,C0054,P024,1,299.0,0.0,299.0,299.0,Marketplace,PAY000157,Credit Card,PAID,2026-01-13 11:34:00,True,False,orders_2026_01.csv
ORD000158,2026-01-14 21:41:00,2026-01,C0073,P027,1,23310.0,0.05,23310.0,22144.5,Web,PAY000158,Bank Transfer,PAID,2026-01-14 22:07:00,True,False,orders_2026_01.csv
ORD000159,2026-01-08 21:42:00,2026-01,C0141,P006,1,284.05,0.05,284.05,269.85,Mobile App,PAY000159,Credit Card,PAID,2026-01-08 23:30:00,True,False,orders_2026_01.csv
ORD000160,2026-01-15 17:15:00,2026-01,C0059,P014,2,990.0,0.0,1980.0,1980.0,Mobile App,PAY000160,Credit Card,PAID,2026-01-15 19:09:00,True,False,orders_2026_01.csv
ORD000161,2026-01-11 15:47:00,2026-01,C0092,P012,1,891.0,0.05,891.0,846.45,Mobile App,PAY000161,Bank Transfer,PAID,2026-01-11 18:21:00,True,False,orders_2026_01.csv
ORD000162,2026-01-24 04:41:00,2026-01,C0130,P002,2,1415.5,0.05,2831.0,2689.45,Mobile App,PAY000162,Credit Card,PAID,2026-01-24 07:23:00,True,False,orders_2026_01.csv
ORD000163,2026-01-24 22:34:00,2026-01,C0093,P037,1,24605.0,0.1,24605.0,22144.5,Marketplace,PAY000163,PromptPay,PAID,2026-01-24 23:22:00,True,False,orders_2026_01.csv
ORD000164,2026-01-06 04:10:00,2026-01,C0112,P033,3,11610.0,0.0,34830.0,34830.0,Marketplace,PAY000164,Credit Card,PAID,2026-01-06 04:53:00,True,False,orders_2026_01.csv
ORD000165,2026-01-26 09:37:00,2026-01,C0002,P024,1,299.0,0.0,299.0,299.0,Marketplace,PAY000165,PromptPay,PAID,2026-01-26 11:39:00,True,False,orders_2026_01.csv
ORD000166,2026-01-05 14:37:00,2026-01,C0001,P027,3,27195.0,0.0,81585.0,81585.0,Web,PAY000166,Bank Transfer,PAID,2026-01-05 16:33:00,True,False,orders_2026_01.csv
ORD000167,2026-01-04 15:26:00,2026-01,C0151,P006,1,284.05,0.1,284.05,255.64,Web,PAY000167,Credit Card,FAILED,2026-01-04 16:32:00,False,False,orders_2026_01.csv
ORD000168,2026-01-10 11:34:00,2026-01,C0004,P019,3,3990.0,0.0,11970.0,11970.0,Marketplace,PAY000168,Credit Card,PAID,2026-01-10 12:59:00,True,False,orders_2026_01.csv
ORD000169,2026-01-23 15:45:00,2026-01,C0073,P018,1,3591.0,0.1,3591.0,3231.9,Marketplace,PAY000169,Bank Transfer,PAID,2026-01-23 15:58:00,True,False,orders_2026_01.csv
ORD000170,2026-01-18 21:15:00,2026-01,C0004,P020,1,499.0,0.0,499.0,499.0,Marketplace,PAY000170,Bank Transfer,PAID,2026-01-18 22:05:00,True,False,orders_2026_01.csv
ORD000171,2026-01-26 20:58:00,2026-01,C0160,P010,2,891.0,0.0,1782.0,1782.0,Web,PAY000171,Credit Card,PAID,2026-01-26 21:59:00,True,False,orders_2026_01.csv
ORD000172,2026-01-20 16:52:00,2026-01,C0028,P034,1,299.0,0.1,299.0,269.1,Mobile App,PAY000172,PromptPay,PAID,2026-01-20 17:39:00,True,False,orders_2026_01.csv
ORD000173,2026-01-03 06:14:00,2026-01,C0137,P007,3,27195.0,0.0,81585.0,81585.0,Marketplace,PAY000173,Credit Card,PAID,2026-01-03 08:17:00,True,False,orders_2026_01.csv
ORD000174,2026-01-28 23:11:00,2026-01,C0075,P018,4,3990.0,0.05,15960.0,15162.0,Marketplace,PAY000174,Credit Card,PAID,2026-01-28 23:29:00,True,False,orders_2026_01.csv
ORD000175,2026-01-26 17:56:00,2026-01,C0088,P004,3,1564.5,0.0,4693.5,4693.5,Marketplace,PAY000175,Credit Card,PAID,2026-01-26 18:58:00,True,False,orders_2026_01.csv
ORD000176,2026-01-21 02:49:00,2026-01,C0120,P025,2,27195.0,0.0,54390.0,54390.0,Mobile App,PAY000176,Credit Card,PAID,2026-01-21 05:33:00,True,False,orders_2026_01.csv
ORD000177,2026-01-04 02:29:00,2026-01,C0015,P027,2,23310.0,0.05,46620.0,44289.0,Mobile App,PAY000177,Credit Card,PAID,2026-01-04 05:23:00,True,False,orders_2026_01.csv
ORD000178,2026-01-26 22:57:00,2026-01,C0127,P028,4,299.0,0.0,1196.0,1196.0,Mobile App,PAY000178,Bank Transfer,PAID,2026-01-27 01:41:00,True,False,orders_2026_01.csv
ORD000179,2026-01-22 06:53:00,2026-01,C0147,P012,4,940.5,0.05,3762.0,3573.9,Marketplace,PAY000179,Credit Card,FAILED,2026-01-22 08:18:00,False,False,orders_2026_01.csv
ORD000180,2026-01-06 14:27:00,2026-01,C0026,P021,1,23310.0,0.0,23310.0,23310.0,Marketplace,PAY000180,Bank Transfer,PAID,2026-01-06 16:40:00,True,False,orders_2026_01.csv
ORD000181,2026-01-17 22:36:00,2026-01,C0078,P007,1,25900.0,0.0,25900.0,25900.0,Mobile App,PAY000181,PromptPay,PAID,2026-01-17 23:43:00,True,False,orders_2026_01.csv
ORD000182,2026-01-19 01:42:00,2026-01,C0135,P025,1,23310.0,0.0,23310.0,23310.0,Mobile App,PAY000182,Credit Card,PAID,2026-01-19 02:14:00,True,False,orders_2026_01.csv
ORD000183,2026-01-11 14:35:00,2026-01,C0044,P038,3,11610.0,0.0,34830.0,34830.0,Web,PAY000183,PromptPay,PAID,2026-01-11 14:59:00,True,False,orders_2026_01.csv
ORD000184,2026-01-17 11:36:00,2026-01,C0154,P019,4,3790.5,0.0,15162.0,15162.0,Web,PAY000184,PromptPay,PAID,2026-01-17 12:30:00,True,False,orders_2026_01.csv
ORD000185,2026-01-08 11:35:00,2026-01,C0140,P028,4,269.1,0.1,1076.4,968.76,Mobile App,PAY000185,Credit Card,PAID,2026-01-08 11:57:00,True,False,orders_2026_01.csv
ORD000186,2026-01-11 06:19:00,2026-01,C0077,P003,1,27195.0,0.0,27195.0,27195.0,Marketplace,PAY000186,Bank Transfer,FAILED,2026-01-11 06:27:00,False,False,orders_2026_01.csv
ORD000187,2026-01-22 17:38:00,2026-01,C0092,P039,2,990.0,0.0,1980.0,1980.0,Marketplace,PAY000187,Credit Card,PAID,2026-01-22 19:22:00,True,False,orders_2026_01.csv
ORD000188,2026-01-22 03:20:00,2026-01,C0047,P031,4,1490.0,0.05,5960.0,5662.0,Marketplace,PAY000188,Credit Card,PAID,2026-01-22 06:04:00,True,False,orders_2026_01.csv
ORD000189,2026-01-09 07:30:00,2026-01,C0165,P008,2,523.95,0.1,1047.9,943.11,Marketplace,PAY000189,PromptPay,PAID,2026-01-09 07:43:00,True,False,orders_2026_01.csv
ORD000190,2026-01-28 04:14:00,2026-01,C0129,P025,4,27195.0,0.0,108780.0,108780.0,Marketplace,PAY000190,PromptPay,PAID,2026-01-28 04:22:00,True,False,orders_2026_01.csv
ORD000191,2026-01-17 08:52:00,2026-01,C0011,P023,1,299.0,0.0,299.0,299.0,Mobile App,PAY000191,PromptPay,PAID,2026-01-17 11:42:00,True,False,orders_2026_01.csv
ORD000192,2026-01-13 01:30:00,2026-01,C0101,P039,1,1039.5,0.0,1039.5,1039.5,Web,PAY000192,Bank Transfer,PAID,2026-01-13 02:16:00,True,False,orders_2026_01.csv
ORD000193,2026-01-18 00:15:00,2026-01,C0052,P005,2,299.0,0.1,598.0,538.2,Mobile App,PAY000193,Credit Card,PAID,2026-01-18 00:18:00,True,False,orders_2026_01.csv
ORD000194,2026-01-22 00:46:00,2026-01,C0113,P001,1,299.0,0.1,299.0,269.1,Marketplace,PAY000194,Bank Transfer,PAID,2026-01-22 02:31:00,True,False,orders_2026_01.csv
ORD000195,2026-01-11 22:27:00,2026-01,C0094,P014,2,990.0,0.0,1980.0,1980.0,Mobile App,PAY000195,Bank Transfer,PAID,2026-01-11 23:40:00,True,False,orders_2026_01.csv
ORD000196,2026-01-20 08:53:00,2026-01,C0132,P007,1,25900.0,0.1,25900.0,23310.0,Web,PAY000196,PromptPay,PAID,2026-01-20 10:07:00,True,False,orders_2026_01.csv
ORD000197,2026-01-06 22:25:00,2026-01,C0099,P002,1,1415.5,0.05,1415.5,1344.72,Web,PAY000197,Credit Card,PAID,2026-01-07 01:07:00,True,False,orders_2026_01.csv
ORD000198,2026-01-22 16:13:00,2026-01,C0040,P012,4,990.0,0.1,3960.0,3564.0,Marketplace,PAY000198,Bank Transfer,PAID,2026-01-22 17:18:00,True,False,orders_2026_01.csv
ORD000199,2026-01-21 10:46:00,2026-01,C0161,P010,2,891.0,0.0,1782.0,1782.0,Mobile App,PAY000199,PromptPay,PAID,2026-01-21 12:28:00,True,False,orders_2026_01.csv
ORD000200,2026-01-01 14:06:00,2026-01,C0097,P004,2,1341.0,0.0,2682.0,2682.0,Mobile App,PAY000200,PromptPay,PAID,2026-01-01 16:49:00,True,False,orders_2026_01.csv
ORD000201,2026-01-22 12:04:00,2026-01,C0059,P022,4,449.1,0.0,1796.4,1796.4,Marketplace,PAY000201,PromptPay,PAID,2026-01-22 14:32:00,True,False,orders_2026_01.csv
ORD000202,2026-01-04 08:21:00,2026-01,C0019,P027,2,23310.0,0.05,46620.0,44289.0,Web,PAY000202,PromptPay,PAID,2026-01-04 10:23:00,True,False,orders_2026_01.csv
ORD000203,2026-01-12 15:24:00,2026-01,C0083,P025,1,25900.0,0.0,25900.0,25900.0,Mobile App,PAY000203,Credit Card,PAID,2026-01-12 17:06:00,True,False,orders_2026_01.csv
ORD000204,2026-01-06 00:39:00,2026-01,C0131,P036,2,313.95,0.0,627.9,627.9,Mobile App,PAY000204,Credit Card,PAID,2026-01-06 03:10:00,True,False,orders_2026_01.csv
ORD000205,2026-01-17 13:52:00,2026-01,C0160,P030,4,499.0,0.05,1996.0,1896.2,Web,PAY000205,Credit Card,FAILED,2026-01-17 15:25:00,False,False,orders_2026_01.csv
ORD000206,2026-01-06 21:44:00,2026-01,C0008,P023,4,269.1,0.0,1076.4,1076.4,Web,PAY000206,PromptPay,PAID,2026-01-06 23:55:00,True,False,orders_2026_01.csv
ORD000207,2026-01-11 04:13:00,2026-01,C0052,P001,1,313.95,0.0,313.95,313.95,Marketplace,PAY000207,PromptPay,PAID,2026-01-11 05:29:00,True,False,orders_2026_01.csv
ORD000208,2026-01-25 17:56:00,2026-01,C0024,P037,4,23310.0,0.1,93240.0,83916.0,Web,PAY000208,PromptPay,PAID,2026-01-25 18:11:00,True,False,orders_2026_01.csv
ORD000209,2026-01-14 02:39:00,2026-01,C0067,P006,1,284.05,0.0,284.05,284.05,Marketplace,PAY000209,PromptPay,PAID,2026-01-14 05:29:00,True,False,orders_2026_01.csv
ORD000210,2026-01-26 09:51:00,2026-01,C0013,P009,1,299.0,0.0,299.0,299.0,Mobile App,PAY000210,Credit Card,PAID,2026-01-26 11:17:00,True,False,orders_2026_01.csv
ORD000211,2026-01-24 08:11:00,2026-01,C0066,P022,2,499.0,0.05,998.0,948.1,Web,PAY000211,Credit Card,PAID,2026-01-24 08:30:00,True,False,orders_2026_01.csv
ORD000212,2026-01-10 23:01:00,2026-01,C0071,P001,2,284.05,0.1,568.1,511.29,Marketplace,PAY000212,Credit Card,PAID,2026-01-11 01:18:00,True,False,orders_2026_01.csv
ORD000213,2026-01-17 11:40:00,2026-01,C0025,P021,1,25900.0,0.0,25900.0,25900.0,Marketplace,PAY000213,PromptPay,PAID,2026-01-17 13:48:00,True,False,orders_2026_01.csv
ORD000214,2026-01-09 14:42:00,2026-01,C0014,P019,2,3990.0,0.0,7980.0,7980.0,Web,PAY000214,Credit Card,PAID,2026-01-09 15:24:00,True,False,orders_2026_01.csv
ORD000215,2026-01-21 10:20:00,2026-01,C0040,P036,2,299.0,0.05,598.0,568.1,Web,PAY000215,PromptPay,PAID,2026-01-21 11:14:00,True,False,orders_2026_01.csv
ORD000216,2026-01-28 05:31:00,2026-01,C0024,P033,1,12255.0,0.0,12255.0,12255.0,Marketplace,PAY000216,Credit Card,PAID,2026-01-28 07:48:00,True,False,orders_2026_01.csv
ORD000217,2026-01-16 22:43:00,2026-01,C0081,P028,1,284.05,0.05,284.05,269.85,Mobile App,PAY000217,PromptPay,REFUNDED,2026-01-17 00:44:00,False,False,orders_2026_01.csv
ORD000218,2026-01-01 18:45:00,2026-01,C0072,P020,3,474.05,0.1,1422.15,1279.94,Mobile App,PAY000218,Bank Transfer,PAID,2026-01-01 20:07:00,True,False,orders_2026_01.csv
ORD000219,2026-01-10 09:38:00,2026-01,C0081,P021,1,27195.0,0.0,27195.0,27195.0,Web,PAY000219,Bank Transfer,PAID,2026-01-10 12:03:00,True,False,orders_2026_01.csv
ORD000220,2026-01-12 20:20:00,2026-01,C0135,P037,1,24605.0,0.0,24605.0,24605.0,Marketplace,PAY000220,Credit Card,PAID,2026-01-12 22:17:00,True,False,orders_2026_01.csv
ORD000221,2026-01-25 21:10:00,2026-01,C0157,P008,4,523.95,0.05,2095.8,1991.01,Marketplace,PAY000221,Credit Card,PAID,2026-01-25 21:26:00,True,False,orders_2026_01.csv
ORD000222,2026-01-23 20:37:00,2026-01,C0109,P027,1,24605.0,0.1,24605.0,22144.5,Mobile App,PAY000222,Credit Card,PAID,2026-01-23 22:07:00,True,False,orders_2026_01.csv
ORD000223,2026-01-17 01:11:00,2026-01,C0051,P014,2,940.5,0.0,1881.0,1881.0,Marketplace,PAY000223,PromptPay,PAID,2026-01-17 01:44:00,True,False,orders_2026_01.csv
ORD000224,2026-01-14 21:18:00,2026-01,C0012,P031,1,1490.0,0.0,1490.0,1490.0,Web,PAY000224,PromptPay,PAID,2026-01-14 22:01:00,True,False,orders_2026_01.csv
ORD000225,2026-01-16 05:19:00,2026-01,C0135,P025,1,23310.0,0.05,23310.0,22144.5,Mobile App,PAY000225,PromptPay,PAID,2026-01-16 06:29:00,True,False,orders_2026_01.csv
ORD000226,2026-01-08 17:35:00,2026-01,C0064,P003,3,23310.0,0.0,69930.0,69930.0,Mobile App,PAY000226,Credit Card,PAID,2026-01-08 18:59:00,True,False,orders_2026_01.csv
ORD000227,2026-01-02 17:13:00,2026-01,C0007,P016,1,1490.0,0.0,1490.0,1490.0,Marketplace,PAY000227,Bank Transfer,PAID,2026-01-02 19:15:00,True,False,orders_2026_01.csv
ORD000228,2026-01-17 20:14:00,2026-01,C0053,P028,3,299.0,0.0,897.0,897.0,Web,PAY000228,Credit Card,PAID,2026-01-17 21:37:00,True,False,orders_2026_01.csv
ORD000229,2026-01-08 13:18:00,2026-01,C0008,P017,2,940.5,0.0,1881.0,1881.0,Mobile App,PAY000229,Bank Transfer,PAID,2026-01-08 14:50:00,True,False,orders_2026_01.csv
ORD000230,2026-01-19 20:00:00,2026-01,C0160,P015,4,299.0,0.1,1196.0,1076.4,Web,PAY000230,PromptPay,PAID,2026-01-19 20:18:00,True,False,orders_2026_01.csv
ORD000231,2026-01-11 10:24:00,2026-01,C0033,P038,1,12900.0,0.0,12900.0,12900.0,Web,PAY000231,Credit Card,PAID,2026-01-11 10:38:00,True,False,orders_2026_01.csv
ORD000232,2026-01-08 03:01:00,2026-01,C0004,P008,1,499.0,0.05,499.0,474.05,Marketplace,PAY000232,PromptPay,PAID,2026-01-08 03:06:00,True,False,orders_2026_01.csv
ORD000233,2026-01-18 08:14:00,2026-01,C0085,P007,2,25900.0,0.0,51800.0,51800.0,Marketplace,PAY000233,PromptPay,PAID,2026-01-18 09:31:00,True,False,orders_2026_01.csv
ORD000234,2026-01-06 03:24:00,2026-01,C0025,P026,2,12900.0,0.0,25800.0,25800.0,Marketplace,PAY000234,Bank Transfer,PAID,2026-01-06 04:58:00,True,False,orders_2026_01.csv
ORD000235,2026-01-12 09:30:00,2026-01,C0087,P030,3,499.0,0.0,1497.0,1497.0,Marketplace,PAY000235,PromptPay,PAID,2026-01-12 11:42:00,True,False,orders_2026_01.csv
ORD000236,2026-01-19 05:22:00,2026-01,C0068,P027,1,23310.0,0.05,23310.0,22144.5,Marketplace,PAY000236,Bank Transfer,PAID,2026-01-19 05:28:00,True,False,orders_2026_01.csv
ORD000237,2026-01-17 04:02:00,2026-01,C0020,P030,3,523.95,0.1,1571.85,1414.67,Web,PAY000237,Bank Transfer,PAID,2026-01-17 04:13:00,True,False,orders_2026_01.csv
ORD000238,2026-01-10 23:15:00,2026-01,C0140,P034,2,313.95,0.0,627.9,627.9,Marketplace,PAY000238,Bank Transfer,PAID,2026-01-11 02:11:00,True,False,orders_2026_01.csv
ORD000239,2026-01-27 08:24:00,2026-01,C0044,P004,2,1490.0,0.0,2980.0,2980.0,Marketplace,PAY000239,Credit Card,PAID,2026-01-27 08:51:00,True,False,orders_2026_01.csv
ORD000240,2026-01-01 04:54:00,2026-01,C0091,P018,1,3990.0,0.0,3990.0,3990.0,Mobile App,PAY000240,PromptPay,PAID,2026-01-01 06:09:00,True,False,orders_2026_01.csv
ORD000241,2026-01-24 06:52:00,2026-01,C0003,P026,3,12255.0,0.0,36765.0,36765.0,Web,PAY000241,Credit Card,PAID,2026-01-24 09:08:00,True,False,orders_2026_01.csv
ORD000242,2026-01-08 00:54:00,2026-01,C0106,P016,2,1490.0,0.0,2980.0,2980.0,Web,PAY000242,Credit Card,PAID,2026-01-08 03:54:00,True,False,orders_2026_01.csv
ORD000243,2026-01-19 16:38:00,2026-01,C0129,P013,3,499.0,0.1,1497.0,1347.3,Mobile App,PAY000243,Bank Transfer,PAID,2026-01-19 17:52:00,True,False,orders_2026_01.csv
ORD000244,2026-01-16 14:15:00,2026-01,C0153,P029,2,3990.0,0.05,7980.0,7581.0,Web,PAY000244,PromptPay,PAID,2026-01-16 16:05:00,True,False,orders_2026_01.csv
ORD000245,2026-01-11 05:18:00,2026-01,C0058,P031,1,1415.5,0.1,1415.5,1273.95,Web,PAY000245,Credit Card,PAID,2026-01-11 06:59:00,True,False,orders_2026_01.csv
ORD000246,2026-01-12 03:50:00,2026-01,C0107,P028,1,269.1,0.05,269.1,255.64,Mobile App,PAY000246,Bank Transfer,PAID,2026-01-12 06:31:00,True,False,orders_2026_01.csv
ORD000247,2026-01-20 00:13:00,2026-01,C0025,P029,2,4189.5,0.05,8379.0,7960.05,Web,PAY000247,PromptPay,PAID,2026-01-20 01:03:00,True,False,orders_2026_01.csv
ORD000248,2026-01-14 08:37:00,2026-01,C0144,P009,1,284.05,0.0,284.05,284.05,Mobile App,PAY000248,PromptPay,PAID,2026-01-14 08:56:00,True,False,orders_2026_01.csv
ORD000249,2026-01-04 01:05:00,2026-01,C0121,P008,3,499.0,0.0,1497.0,1497.0,Web,PAY000249,Credit Card,PAID,2026-01-04 03:32:00,True,False,orders_2026_01.csv
ORD000250,2026-01-20 22:06:00,2026-01,C0160,P039,3,891.0,0.05,2673.0,2539.35,Web,PAY000250,Credit Card,PAID,2026-01-20 23:00:00,True,False,orders_2026_01.csv
ORD000251,2026-01-10 23:16:00,2026-01,C0014,P010,3,891.0,0.1,2673.0,2405.7,Web,PAY000251,Bank Transfer,PAID,2026-01-11 00:28:00,True,False,orders_2026_01.csv
ORD000252,2026-01-12 07:49:00,2026-01,C0068,P020,1,449.1,0.1,449.1,404.19,Web,PAY000252,Credit Card,PAID,2026-01-12 08:17:00,True,False,orders_2026_01.csv
ORD000253,2026-01-05 12:14:00,2026-01,C0139,P029,4,3990.0,0.1,15960.0,14364.0,Marketplace,PAY000253,Bank Transfer,PAID,2026-01-05 14:03:00,True,False,orders_2026_01.csv
ORD000254,2026-01-02 14:40:00,2026-01,C0030,P012,2,990.0,0.0,1980.0,1980.0,Mobile App,PAY000254,Bank Transfer,PAID,2026-01-02 16:51:00,True,False,orders_2026_01.csv
ORD000255,2026-01-26 05:45:00,2026-01,C0090,P010,2,940.5,0.0,1881.0,1881.0,Mobile App,PAY000255,PromptPay,PAID,2026-01-26 08:04:00,True,False,orders_2026_01.csv
ORD000256,2026-01-07 08:04:00,2026-01,C0056,P024,4,299.0,0.0,1196.0,1196.0,Mobile App,PAY000256,PromptPay,FAILED,2026-01-07 09:10:00,False,False,orders_2026_01.csv
ORD000257,2026-01-15 04:48:00,2026-01,C0016,P014,1,990.0,0.05,990.0,940.5,Mobile App,PAY000257,Credit Card,PAID,2026-01-15 05:54:00,True,False,orders_2026_01.csv
ORD000258,2026-01-02 00:35:00,2026-01,C0050,P002,4,1490.0,0.0,5960.0,5960.0,Web,PAY000258,PromptPay,PAID,2026-01-02 02:44:00,True,False,orders_2026_01.csv
ORD000259,2026-01-18 01:24:00,2026-01,C0102,P039,3,1039.5,0.1,3118.5,2806.65,Marketplace,PAY000259,PromptPay,PAID,2026-01-18 02:01:00,True,False,orders_2026_01.csv
ORD000260,2026-01-06 12:56:00,2026-01,C0151,P029,4,4189.5,0.1,16758.0,15082.2,Marketplace,PAY000260,Bank Transfer,PAID,2026-01-06 14:03:00,True,False,orders_2026_01.csv
ORD000261,2026-01-19 00:17:00,2026-01,C0037,P032,1,25900.0,0.0,25900.0,25900.0,Web,PAY000261,Credit Card,PAID,2026-01-19 03:05:00,True,False,orders_2026_01.csv
ORD000262,2026-01-24 01:10:00,2026-01,C0049,P013,2,499.0,0.0,998.0,998.0,Marketplace,PAY000262,PromptPay,FAILED,2026-01-24 01:14:00,False,False,orders_2026_01.csv
ORD000263,2026-01-21 09:23:00,2026-01,C0019,P019,2,3990.0,0.1,7980.0,7182.0,Mobile App,PAY000263,Bank Transfer,PAID,2026-01-21 12:13:00,True,False,orders_2026_01.csv
ORD000264,2026-01-15 23:38:00,2026-01,C0110,P018,2,3990.0,0.1,7980.0,7182.0,Mobile App,PAY000264,Bank Transfer,PAID,2026-01-16 01:52:00,True,False,orders_2026_01.csv
ORD000265,2026-01-25 21:34:00,2026-01,C0116,P031,2,1490.0,0.05,2980.0,2831.0,Web,PAY000265,PromptPay,PAID,2026-01-25 22:52:00,True,False,orders_2026_01.csv
ORD000266,2026-01-23 00:34:00,2026-01,C0010,P037,2,24605.0,0.1,49210.0,44289.0,Mobile App,PAY000266,Credit Card,REFUNDED,2026-01-23 02:58:00,False,False,orders_2026_01.csv
ORD000267,2026-01-04 08:54:00,2026-01,C0164,P023,4,284.05,0.0,1136.2,1136.2,Marketplace,PAY000267,Bank Transfer,PAID,2026-01-04 10:20:00,True,False,orders_2026_01.csv
ORD000268,2026-01-13 08:12:00,2026-01,C0045,P018,3,3591.0,0.0,10773.0,10773.0,Mobile App,PAY000268,Credit Card,PAID,2026-01-13 08:58:00,True,False,orders_2026_01.csv
ORD000269,2026-01-16 02:11:00,2026-01,C0115,P012,4,1039.5,0.0,4158.0,4158.0,Marketplace,PAY000269,Bank Transfer,PAID,2026-01-16 03:31:00,True,False,orders_2026_01.csv
ORD000270,2026-01-12 19:00:00,2026-01,C0087,P030,3,449.1,0.05,1347.3,1279.94,Web,PAY000270,Bank Transfer,PAID,2026-01-12 19:18:00,True,False,orders_2026_01.csv
ORD000271,2026-01-07 11:25:00,2026-01,C0091,P035,2,23310.0,0.0,46620.0,46620.0,Web,PAY000271,Credit Card,PAID,2026-01-07 14:14:00,True,False,orders_2026_01.csv
ORD000272,2026-01-19 03:26:00,2026-01,C0159,P038,1,13545.0,0.0,13545.0,13545.0,Mobile App,PAY000272,Credit Card,PAID,2026-01-19 04:25:00,True,False,orders_2026_01.csv
ORD000273,2026-01-12 05:23:00,2026-01,C0008,P005,1,269.1,0.0,269.1,269.1,Mobile App,PAY000273,Credit Card,PAID,2026-01-12 06:20:00,True,False,orders_2026_01.csv
ORD000274,2026-01-10 19:46:00,2026-01,C0157,P028,2,299.0,0.0,598.0,598.0,Web,PAY000274,PromptPay,PAID,2026-01-10 22:12:00,True,False,orders_2026_01.csv
ORD000275,2026-01-28 07:37:00,2026-01,C0031,P032,1,23310.0,0.0,23310.0,23310.0,Mobile App,PAY000275,Bank Transfer,PAID,2026-01-28 08:56:00,True,False,orders_2026_01.csv
ORD000276,2026-01-17 00:45:00,2026-01,C0163,P013,1,523.95,0.1,523.95,471.56,Marketplace,PAY000276,Bank Transfer,PAID,2026-01-17 02:25:00,True,False,orders_2026_01.csv
